24 0 -0.188786 -0.000110997
24 1 -0.316461 -0.000105257
24 2 -0.31463 -6.96582e-05
24 3 -0.286256 8.47885e-05
24 4 -0.238539 1.98416e-05
24 5 -0.00949007 -0.00060383
25 0 -3.93766 0.0025727
25 1 -3.85277 0.00211295
25 2 -3.80673 0.00198081
25 3 -3.87451 0.00212693
25 4 -3.81562 0.0021212
25 5 -4.13002 0.00230758
26 0 2.48608 -0.00213082
26 1 2.5513 -0.00288777
26 2 2.61127 -0.00309649
26 3 2.59579 -0.00297881
26 4 2.61563 -0.00272877
26 5 2.88605 -0.00289887
27 0 0.403017 -0.000348985
27 1 0.418368 -0.000683243
27 2 0.44301 -0.000788614
27 3 0.440613 -0.000789851
27 4 0.459314 -0.000640582
27 5 1.68558 -0.00217213
28 0 -1.8884 0.000852917
28 1 -1.85771 0.000442857
28 2 -1.81846 0.000386453
28 3 -1.80427 0.000538527
28 4 -1.79579 0.000618973
28 5 -1.76161 0.000650051
29 0 -0.190404 0.000152795
29 1 -0.143567 -0.000594393
29 2 -0.180862 -0.000581198
29 3 -0.116004 -0.00043086
29 4 -0.124912 -0.000293862
29 5 0.0369555 -0.000404723
30 0 -1.38993 0.000619624
30 1 -1.3407 0.000293769
30 2 -1.34182 0.000371284
30 3 -1.33197 0.000517296
30 4 -1.24532 0.000522318
30 5 -0.882065 -0.000137425
31 0 -0.719598 0.000589468
31 1 -0.668635 9.36237e-05
31 2 -0.627699 5.81058e-05
31 3 -0.579802 7.32671e-05
31 4 -0.581169 0.000328803
31 5 -0.610055 0.000329081
32 0 4.60672 -0.00365884
32 1 4.66819 -0.00414713
32 2 4.7087 -0.00424246
32 3 4.71347 -0.00415219
32 4 4.69211 -0.0040402
32 5 4.72452 -0.00429973
33 0 -0.793501 0.00147713
33 1 -0.575541 0.000261239
33 2 -0.788774 0.000681457
33 3 -0.511993 0.000328264
33 4 -0.301848 0.000316343
33 5 0.392288 -0.000657617
34 0 0.28672 0.00100169
34 1 0.358888 -5.67682e-05
34 2 0.378381 5.87265e-06
34 3 0.427875 0.000128991
34 4 0.432306 0.000126503
34 5 0.530864 -0.000160759
35 0 2.5084 -0.00129281
35 1 2.58743 -0.00205784
35 2 2.61262 -0.00198216
35 3 2.6004 -0.00180531
35 4 2.60169 -0.00182176
35 5 2.5476 -0.00217864
36 0 0.654415 0.000215127
36 1 0.689806 -0.000138659
36 2 0.795768 -0.000186699
36 3 0.878009 -0.00017079
36 4 1.0711 -0.000334718
36 5 0.641063 -7.08268e-05
37 0 0.106959 -0.000414386
37 1 0.167488 -0.000984979
37 2 0.232687 -0.00107992
37 3 0.26185 -0.00105132
37 4 0.239146 -0.000943298
37 5 0.427017 -0.00111356
38 0 0.454798 0.000197525
38 1 0.520127 -0.000523503
38 2 0.565265 -0.000625361
38 3 0.5906 -0.000677884
38 4 0.546814 -0.000656649
38 5 0.423684 -0.000431019
39 0 1.90136 -0.00160908
39 1 1.98807 -0.00190694
39 2 2.00962 -0.00184621
39 3 2.0312 -0.00172012
39 4 2.03508 -0.00157262
39 5 2.40058 -0.00192025
44 0 0.764098 -0.00095682
44 1 0.748423 -0.00137403
44 2 0.772805 -0.0012947
44 3 0.817349 -0.00112317
44 4 0.820568 -0.00100653
44 5 0.957581 -0.00117607
45 0 -0.176016 -0.00063515
45 1 -0.141311 -0.000867992
45 2 -0.151563 -0.000936965
45 3 -0.241285 -0.000434117
45 4 -0.219682 -7.18817e-05
45 5 0.226347 -0.000226095
46 0 0.190283 -0.000460032
46 1 0.224339 -0.000640163
46 2 0.253845 -0.000656548
46 3 0.253029 -0.000505656
46 4 0.292153 -0.000504583
46 5 0.323058 -0.000622942
47 0 -2.29375 0.0011199
47 1 -2.2256 0.000806325
47 2 -2.19052 0.000636218
47 3 -2.20348 0.000786262
47 4 -2.17914 0.000885779
47 5 -1.94304 0.000925144
48 0 0.116219 -0.000168771
48 1 0.113513 -0.000222017
48 2 0.143651 -0.000254623
48 3 0.168228 -0.000115982
48 4 0.189103 -5.54077e-05
48 5 0.295686 -0.000231679
49 0 -2.17942 0.000632459
49 1 -2.18465 0.000551335
49 2 -2.16032 0.000522634
49 3 -2.15605 0.000683532
49 4 -2.15609 0.000707525
49 5 -1.97862 0.000447005
50 0 -0.484957 0.00018272
50 1 -0.441075 5.30047e-05
50 2 -0.431985 9.80055e-05
50 3 -0.426413 0.000217472
50 4 -0.422567 0.000334712
50 5 0.661035 -0.00164479
51 0 -1.15841 0.000283921
51 1 -1.16193 0.000138211
51 2 -1.14091 2.17246e-05
51 3 -1.16166 0.000238055
51 4 -1.15459 0.000521306
51 5 -0.812118 0.000212137
56 0 0.0628628 4.06373e-05
56 1 0.0624201 -4.85903e-05
56 2 0.177749 -5.99923e-05
56 3 0.15068 0.000127674
56 4 0.150796 0.000162016
56 5 0.154195 -2.99845e-05
57 0 2.66808 -0.00250205
57 1 2.70065 -0.00259956
57 2 2.70404 -0.00263084
57 3 2.70086 -0.00247747
57 4 2.74764 -0.00233418
57 5 3.04383 -0.00250062
58 0 -1.15363 0.000307507
58 1 -1.14499 0.000338986
58 2 -1.13145 0.000319388
58 3 -1.08168 0.000474545
58 4 -1.14667 0.000762494
58 5 -0.828049 0.000105153
59 0 -0.513428 0.000416358
59 1 -0.540227 6.47682e-05
59 2 -0.504393 0.000133558
59 3 -0.453249 0.000271129
59 4 -0.367906 0.00042349
